Category,Subcategory,Location Name,Store ID,Address,Suite #,City,State,Zip Code,Phone,Hours,Website,Source,Supplier,Filtration Method,Size(s),Price,Category,Subcategory
,,Sandys Coin Wash,,41921 50 Th St W,,Quartz Hill,CA,93536,,,,,,,,,,
,,Franks Market,,10990 14 Th Ave P,,Armona,CA,93202,,,,,,,,,,
,,Rite Aid 6529,,895 Oak Valley Pkwy,,Beaumont,CA,92223,,,,,,,,,,
,,Kwikee Mart,,2984 Jefferson St,,Napa,CA,94558,,,,,,,,,,
,,Arteagas Starlite Market,,812 5 Th Avenue,,Redwood City,CA,94063,,,,,,,,,,
,,Peppertree Chevron,,1601 North Broadway,,Santa Maria,CA,93454,,,,,,,,,,
,,Rite Aid 5680,,1501 W Main St,,El Centro,CA,92243,,,,,,,,,,
,,Agua Pura,,1174 South Lorena Street,,Los Angeles,CA,90023,,,,,,,,,,
,,7 Star Union Market,,591 S La Brea Ave,,Inglewood,CA,90301,,,,,,,,,,
,,Joes Gas And Smog,,1720 S Oxnard Blvd,,Oxnard,CA,93030,,,,,,,,,,
,,Circle K Franchise 703,,703 Natoma St,,Folsom,CA,95630,,,,,,,,,,
,,La Rancho Mexicana,,9676 Fontana Avenue,,Fontana,CA,92335,,,,,,,,,,
,,CVS 09758,,13525 Beach Blvd,,La Mirada,CA,90638,,,,,,,,,,
,,Woodys Bi Rite,,4104 Section Ave,,Stockton,CA,95215,,,,,,,,,,
,,Tropicana Market,,869 N Rancho Ave,,Colton,CA,92324,,,,,,,,,,
,,CVS 09587,,21761 Lake Forest Drive,,Lake Forest,CA,92630,,,,,,,,,,
,,Mt & H Food Market,,196 W. Highland Ave.,,San Bernardino,CA,92405,,,,,,,,,,
,,Landlord Ralphs 613,,1837 E. Fourth St,,Ontario,CA,91764,,,,,,,,,,
,,Albertsons 6217,,920 Ventura Rd,,Oxnard,CA,93030,,,,,,,,,,
,,CVS 09495,,200 E Compton,,Compton,CA,90220,,,,,,,,,,
,,Rite Aid 5464,,11096 Jefferson Blvd,,Culver City,CA,90230,,,,,,,,,,
,,Safeway 2509 0777,,30 Chestnut Ave,,South San Francisco,CA,94080,,,,,,,,,,
,,Ralphs,,1193 Huntington Dr.,,Duarte,CA,91010,,,,,,,,,,
,,M & G Market,,26710 5 Th St,,Highland,CA,92346,,,,,,,,,,
,,Hermosa & Ashland,,380 W. Hermosa,,Lindsay,CA,93247,,,,,,,,,,
,,Midway Market,,38422 35 Th St E,,Palmdale,CA,93550,,,,,,,,,,
,,Loris Wash & Dry,,3979 Center St,,Piru,CA,93040,,,,,,,,,,
,,Valley Drinking Water,,14523 Archwood,,Van Nuys,CA,91411,,,,,,,,,,
,,Oroweat Entenmanns 9131,,91 S. Patterson,,Goleta,CA,93117,,,,,,,,,,
,,Guru Brothers,,404 N 13 Th St,,San Jose,CA,95112,,,,,,,,,,
,,CVS 09661,,6360 W Third St,,Los Angeles,CA,90036,,,,,,,,,,
,,Vans Deli Market,,1757 Cecil Ave,,Delano,CA,93215,,,,,,,,,,
,,Peach And Belmont,,5175 E. Belmont,,Fresno,CA,93727,,,,,,,,,,
,,Cedar Food Market,,4193 E Illinois Ave,,Fresno,CA,93702,,,,,,,,,,
,,Price Chopper,,970 Oak Ln,,Rio Linda,CA,95763,,,,,,,,,,
,,Numero Uno 102,,1309 S Alvarado St,,Los Angeles,CA,90006,,,,,,,,,,
,,Fircrest Market,,998 Gravenstein Hwy,,Sebastopol,CA,95472,,,,,,,,,,
,,Winton & Broadway,,1525 Broadway,,Atwater,CA,95301,,,,,,,,,,
,,99 Ranch 08,,140 W Valley Blvd,,San Gabriel,CA,91776,,,,,,,,,,
,,Circle K 1940,,1600 W Main,,Turlock,CA,95380,,,,,,,,,,
,,Albertsons 6758,,543 Sweetwater Rd,,Spring Valley,CA,91979,,,,,,,,,,
,,Buy Low Market 002,,9900 E Garvey,,El Monte,CA,91733,,,,,,,,,,
,,Lucky,,815 Marina Village Pkwy,,Alameda,CA,94501,,,,,,,,,,
,,CVS 09483,,10011 Adams Ave,,Huntington Beach,CA,92646,,,,,,,,,,
,,Sprouts Farmers Market 213,,11710 Carmel Mountain Rd,,San Diego,CA,92128,,,,,,,,,,
,,Albertsons 6643,,83053 Ave 48,,Coachella,CA,92236,,,,,,,,,,
,,Bother's Market,,1025 E Mission Blvd.,,Pomona,CA,91766,,,,,,,,,,
,,Chauilla Mountain Mkt & Cafe,,53071 Hwy 371,,Anza,CA,92539,,,,,,,,,,
,,Rite Aid 5595,,1365 Foothill Blvd,,La Verne,CA,91750,,,,,,,,,,
,,Safety Liquor,,4635 Whittier Blvd.,,Los Angeles,CA,90022,,,,,,,,,,
,,99 Cents Plus Grocery,,2013 Solano Street,,Corning,CA,96021,,,,,,,,,,
,,Raleys 305,,2323 W Hammer Lane,,Stockton,CA,95209,,,,,,,,,,
,,Rite Aid 4209 6029,,525 Healdsburg Ave,,Healdsburg,CA,95448,,,,,,,,,,
,,Aaa Gas 76,,5007 Sunset Blvd,,Los Angeles,CA,90027,,,,,,,,,,
,,Jack Cozines Groceries,,402 Civic Center Dr,,National City,CA,91950,,,,,,,,,,
,,99 Ranch 68,,10983 N. Worlfe Road,,Cupertino,CA,95014,,,,,,,,,,
,,Rite Aid 5662,,11845 Carmel Mountain Road,,San Diego,CA,92128,,,,,,,,,,
,,CVS 09176,,1395 Prospect Ave,,Tulare,CA,93274,,,,,,,,,,
,,Berkeley Bowl,,2020 Oregon,,Berkeley,CA,94703,,,,,,,,,,
,,Magnolia Liquor,,13045 Magnolia St,,Garden Grove,CA,92844,,,,,,,,,,
,,24 Hour Water Store,,1180 Philadelphia #4,,Pomona,CA,91768,,,,,,,,,,
,,Stater Brothers,,550 Hidden Valley Pkwy.,,Corona,CA,92879,,,,,,,,,,
,,Superior Market 133,,1010 E Avenue J,,Lancaster,CA,93535,,,,,,,,,,
,,Stater Brothers,,8770 Baseline Rd.,,Alta Loma,CA,91737,,,,,,,,,,
,,Dl Long Lndscpng (Price 0 Ok),,5475 G Street,,Chino,CA,91710,,,,,,,,,,
,,Vons 2701,,3100 Fowler Ave,,Clovis,CA,93611,,,,,,,,,,
,,La Posta Market 2,,1266 Imperial Beach Blvd,,Imperial Beach,CA,91932,,,,,,,,,,
,,Mission Market & Grocery,,2527 W Slauson Ave,,Los Angeles,CA,90043,,,,,,,,,,
,,Log Cabin Market,,400 Traffic Way,,Arroyo Grande,CA,93420,,,,,,,,,,
,,Ok Food Store,,8230 Commonwealth Ave,,Buena Park,CA,90621,,,,,,,,,,
,,Super Mercado El Pueblo,,5560 Vineland Ave,,North Hollywood,CA,91601,,,,,,,,,,
,,Rite Aid 5504,,802 Beverly Blvd,,Montebello,CA,90640,,,,,,,,,,
,,Melrose Water,,3960 West 6 Th Street,,Los Angeles,CA,90020,,,,,,,,,,
,,Jimenez Ranch Market,,1670 Indian Hill Blvd,,Pomona,CA,91767,,,,,,,,,,
,,Vons 1736,,2701 Harbor Blvd,,Costa Mesa,CA,92626,,,,,,,,,,
,,Lavanderia Verde,,9455 Arleta Ave,,Arleta,CA,91331,,,,,,,,,,
,,El Rey Market,,11200 S Atlantic Blvd,,Lynwood,CA,90262,,,,,,,,,,
,,Food 4 Less Kroger,,11950 Garvey Ave,,El Monte,CA,91732,,,,,,,,,,
,,Blythe Ranch Market,,1385 Hobson Way,,Blythe,CA,92225,,,,,,,,,,
,,Vons 3083,,301 N. Pass Avenue,,Burbank,CA,91505,,,,,,,,,,
,,Safeway 2510 1127,,2401 Waterman Blvd,,Fairfield,CA,94533,,,,,,,,,,
,,Circle K 5613 (Pcf),,1000 S Vermont,,Los Angeles,CA,90006,,,,,,,,,,
,,La Favorita Market,,1711 S Broadway,,Santa Maria,CA,93454,,,,,,,,,,
,,Yuba City Tesoro,,525 Colusa Ave,,Yuba City,CA,95991,,,,,,,,,,
,,Northgate Market 33,,2323 W Olympic Blvd,,Los Angeles,CA,90006,,,,,,,,,,
,,Food 4 Less 0106,,8921 N Chestnut,,Fresno,CA,93720,,,,,,,,,,
,,Speedy Spot Liquor,,1190 S La Brea Ave,,Inglewood,CA,90301,,,,,,,,,,
,,Northgate 07,,1623 W 17 Th St,,Santa Ana,CA,92706,,,,,,,,,,
,,Safeway 2512 2669,,5 Carmel Center,,Carmel,CA,93921,,,,,,,,,,
,,Colima Market,,427 Market St,,Long Beach,CA,90805,,,,,,,,,,
,,Beertown Market,,85101 Ave 52,,Coachella,CA,92236,,,,,,,,,,
,,Seasonal Discount,,540 W 10 Th Street,,Long Beach,CA,90813,,,,,,,,,,
,,Ralphs,,25 E. Alameda Ave,,Burbank,CA,91502,,,,,,,,,,
,,Save Mart,,715 W Grangeville,,Hanford,CA,93230,,,,,,,,,,
,,Meyer Big Stop,,127 S Shafter Ave,,Shafter,CA,93263,,,,,,,,,,
,,H Street & Barioni,,124 W. Barioni,,Imperial,CA,92551,,,,,,,,,,
,,Food Maxx,,6000 Lindhurst Ave.,,Marysville,CA,95901,,,,,,,,,,
,,Apple Tree Market,,4404 University Ave,,San Diego,CA,92105,,,,,,,,,,
,,Grocery Outlet 080,,1848 Clovis Ave,,Clovis,CA,93612,,,,,,,,,,
,,Kozanians Market,,356 N Chevy Chase,,Glendale,CA,91206,,,,,,,,,,
,,Safeway 2507 0910,,1554 First Street,,Livermore,CA,94550,,,,,,,,,,
,,Happy Harrys Produce,,7020 Calle Real,,Goleta,CA,93117,,,,,,,,,,
,,Albertsons 6742,,7895 Higland Village Pl,,San Diego,CA,92129,,,,,,,,,,
,,Light House Laundry Mat,,2117 North Orange Olive Rd,,Orange,CA,92865,,,,,,,,,,
,,Stater Brothers,,1425 W. Arrow Hwy,,San Dimas,CA,91773,,,,,,,,,,
,,CVS 09658,,101 E. Alameda,,Burbank,CA,91502,,,,,,,,,,
,,Rite Aid 5591,,18993 E. Colima Rd.,,Rowland Heights,CA,91748,,,,,,,,,,
,,Venture Petroleum 9725,,2811 W Lincoln Ave,,Anaheim,CA,92801,,,,,,,,,,
,,Orange Avenue Market,,1400 Orange Ave,,Corcoran,CA,93212,,,,,,,,,,
,,Hwy 126 Market & Liquor,,151 Ventura Rd # B,,Fillmore,CA,93015,,,,,,,,,,
,,Circle K 5244 (Pcf),,16125 Baseline Rd,,Fontana,CA,92335,,,,,,,,,,
,,H & H Liquor,,360 E Route 66,,Glendora,CA,91740,,,,,,,,,,
,,Bobs Tiny Mart,,1391 E Springville Dr,,Porterville,CA,93257,,,,,,,,,,
,,CVS 08879,,8985 Venice Blvd Suite A 1,,Los Angeles,CA,90034,,,,,,,,,,
,,R N Supermarket 07,,231 Atwater Blvd,,Atwater,CA,95301,,,,,,,,,,
,,Foods Co.,,7421 W. Stockton Blvd,,Sacramento,CA,95832,,,,,,,,,,
,,Best Way Market 04,,1012 W Gardena Blvd,,Gardena,CA,90247,,,,,,,,,,
,,Albertsons 6216,,2401 Saviers,,Oxnard,CA,93033,,,,,,,,,,
,,El Rancho Liquors,,1401 Almaden Rd,,San Jose,CA,95125,,,,,,,,,,
,,Pomerado Liquor,,13530 Pomerado Road,,Poway,CA,92064,,,,,,,,,,
,,G & M Oil 184,,6600 N Indian Canyon Dr,,North Palm Springs,CA,92258,,,,,,,,,,
,,7 Star Market,,3100 Arden Way,,Sacramento,CA,95825,,,,,,,,,,
,,Plaza Market,,5668 Historic Plaza,,Twentynine Palms,CA,92277,,,,,,,,,,
,,Rays Liquor,,1422 San Andreas St,,Santa Barbara,CA,93101,,,,,,,,,,
,,CVS 09959,,1560 W Valley Parkway,,Escondido,CA,92029,,,,,,,,,,
,,Jiffy Mart,,425 Walnut Ave,,La Habra,CA,90621,,,,,,,,,,
,,La Espiga De Oro Market,,204 W Kern Ave,,Mc Farland,CA,93250,,,,,,,,,,
,,Lucky,,45 Murchison St.,,Millbrae,CA,94030,,,,,,,,,,
,,All Stop Market,,454 B Street,,Biggs,CA,95917,,,,,,,,,,
,,Ralphs,,1413 Hawthorne Blvd,,Redondo Beach,CA,90278,,,,,,,,,,
,,University Of California,,3800 Solano Park Circle,,Davis,CA,95616,,,,,,,,,,
,,Foods Co.,,8200 Rosedale Hwy,,Bakersfield,CA,93312,,,,,,,,,,
,,Home Depot 6654,,1200 Flower St,,Burbank,CA,91502,,,,,,,,,,
,,Rio Ranch 1,,25745 E Baseline Rd,,Highland,CA,92410,,,,,,,,,,
,,Cal West Laundromats,,8300 South Normandie,,Los Angeles,CA,90044,,,,,,,,,,
,,Old Plantation,,3825 Crestmore Rd,,Riverside,CA,92509,,,,,,,,,,
,,Super Pan Meat Market,,259 E Maude Ave,,Sunnyvale,CA,94085,,,,,,,,,,
,,Amapola Market,,7420 Florence Ave,,Downey,CA,90240,,,,,,,,,,
,,Circle K 1045,,11408 Ventura Ave,,Ojai,CA,93023,,,,,,,,,,
,,La Morenita,,1519 S Claremont St,,San Mateo,CA,94402,,,,,,,,,,
,,Trask Liquor,,7511 Trask Ave,,Westminster,CA,92683,,,,,,,,,,
,,Lavenderia Rio Grande,,1835 W Pico Blvd,,Los Angeles,CA,90006,,,,,,,,,,
,,Discount Club,,5461 N Figueroa,,Los Angeles,CA,90042,,,,,,,,,,
,,Tasty Aqua,,8127 Mulberry Avenue,Suite 109,Fontana,CA,92335,,,,,,,,,,
,,State Food,,708 Skyline Blvd,,Avenal,CA,93204,,,,,,,,,,
,,Kingsburg Supermarket,,1367 Marion Street,,Kingsburg,CA,93631,,,,,,,,,,
,,Ashford & Beagle,,7448 1/2 Beagle Street,,San Diego,CA,92111,,,,,,,,,,
,,#1 San Jose Pure Water,,3128 Senter Road,,San Jose,CA,95111,,,,,,,,,,
,,El Super (Formerly Fiesta Foods 11),,3190 E. Tulare,,Fresno,CA,93702,,,,,,,,,,
,,Dollar Tree 1241,,3300 E Tulare Ave,,Fresno,CA,93702,,,,,,,,,,
,,Northgate Market 02,,5800 La Habra Blvd,,La Habra,CA,90631,,,,,,,,,,
,,Chico Natural Foods,,818 Main St,,Chico,CA,95928,,,,,,,,,,
,,Stater Brothers,,15757 Main St.,,Hesperia,CA,92345,,,,,,,,,,
,,Imperial,,239 West Barioni,,Imperial,CA,92251,,,,,,,,,,
,,Lees Merced Community Market,,37 E 15 Th Street,,Merced,CA,95340,,,,,,,,,,
,,Better Trade Market,,7838 International Blvd,,Oakland,CA,94621,,,,,,,,,,
,,Fastrip 365,,867 Oller St,,Mendota,CA,93640,,,,,,,,,,
,,Mikes Market & Liquor,,1996 Highland Ave,,San Bernardino,CA,92407,,,,,,,,,,
,,Slo Gas & Mart,,1101 E Clark Ave,,Orcutt,CA,93455,,,,,,,,,,
,,Ramirez Market 2,,36601 Newark Blvd,,Newark,CA,94560,,,,,,,,,,
,,Food 4 Less Kroger,,20801 Bear Valley Rd.,,Apple Valley,CA,92308,,,,,,,,,,
,,Ralphs,,9616 W. Pico Blvd,,Los Angeles,CA,90035,,,,,,,,,,
,,Chihuahua Market,,52279 Hwy 86,,Coachella,CA,92236,,,,,,,,,,
,,Four Guys Liquor,,121 E Yucca Street,,Oxnard,CA,93033,,,,,,,,,,
,,Ez Serve Beacon,,6310 Mission Blvd,,Rubidoux,CA,92509,,,,,,,,,,
,,CVS 09823,,1349 Florin Road,,Sacramento,CA,95831,,,,,,,,,,
,,Vons 2508,,27320 Alicia Pkwy,,Laguna Niguel,CA,92677,,,,,,,,,,
,,Albertsons 6140,,7676 Firestone Blvd,,Downey,CA,90241,,,,,,,,,,
,,Kitson Landscape Management,,5787 Thornwood Dr,,Goleta,CA,93117,,,,,,,,,,
,,Rite Aid 5696,,11673 Cherry Ave,,Fontana,CA,92335,,,,,,,,,,
,,Liborio Market 3,,130 W G St,,Ontario,CA,91762,,,,,,,,,,
,,Rite Aid 5738,,1725 Orange Thorpe,,Fullerton,CA,92837,,,,,,,,,,
,,Albertsons 6120,,6255 E 2 Nd St,,Long Beach,CA,90803,,,,,,,,,,
,,Sams Supermarket & Carniceria,,318 White Ln,,Bakersfield,CA,93307,,,,,,,,,,
,,Circle K 5625 (Pcf),,7400 La Tijera Blvd,,Los Angeles,CA,90045,,,,,,,,,,
,,Hoover Ranch Market,,2301 S Hoover St,,Los Angeles,CA,90007,,,,,,,,,,
,,Max Market,,2354 East St,,Tracy,CA,95376,,,,,,,,,,
,,Sanborn & Connely,,1009 Connely,,Salinas,CA,93905,,,,,,,,,,
,,Raleys 421,,8870 Madison Ave,,Fair Oaks,CA,95628,,,,,,,,,,
,,Fantastic Coin Op Laundry,,1501 W Willow St,,Long Beach,CA,90810,,,,,,,,,,
,,Freshwater & Laundrymate,,9102 Alondra Blvd,,Bellflower,CA,90706,,,,,,,,,,
,,Rite Aid 5805,,2727 S. Mooney Blvd,,Visalia,CA,93277,,,,,,,,,,
,,Shawns Liquor,,1333 S Long Beach Blvd,,Compton,CA,90221,,,,,,,,,,
,,Better Trade Market,,1310 Mount Vernon Ave,,Bakersfield,CA,93305,,,,,,,,,,
,,Organic Pastures Dairy Co,,7221 S Jameson Ave,,Fresno,CA,93706,,,,,,,,,,
,,Maxim Supermarket,,1930 Aborn Rd,,San Jose,CA,95121,,,,,,,,,,
,,Ralphs,,1100 Pacific Coast Hwy,,Hermosa Beach,CA,90254,,,,,,,,,,
,,Rite Aid 5715,,6075 Magnolia Ave,,Riverside,CA,92506,,,,,,,,,,
,,Johnnies,,163 West Main Street,,Westmorland,CA,92281,,,,,,,,,,
,,Albertsons 6322,,43543 20 Th Street W,,Lancaster,CA,93534,,,,,,,,,,
,,Mercado Central,,6025 Maywood Ave,,Huntington Park,CA,90255,,,,,,,,,,
,,Norco Dairy,,840 6 Th Street,,Norco,CA,92860,,,,,,,,,,
,,Estrellita Mini Market,,640 Escondido Blvd,,Escondido,CA,92025,,,,,,,,,,
,,#1 Drinking Water,,20263 Saticoy Street,,Winnetka,CA,91306,,,,,,,,,,
,,Venture Petroleum 9562,,978 No Cuyamaca Street,,El Cajon,CA,92020,,,,,,,,,,
,,Lucky,,1350 Park Victoria,,Milpitas,CA,95035,,,,,,,,,,
,,Food 4 Less 0005,,1290 W Henderson Ave,,Porterville,CA,93257,,,,,,,,,,
,,Silverlakes Market,,15075 Vista Road,,Helendale,CA,92342,,,,,,,,,,
,,Ahumadas Market,,7614 Evans St,,Riverside,CA,92504,,,,,,,,,,
,,Wonder Bread 11,,44117 N Division St,,Lancaster,CA,93534,,,,,,,,,,
,,5 Star Liquor,,501 N State Street,,Hemet,CA,92543,,,,,,,,,,
,,Wmsc #1651 (Ca0232),,7011 Main St,,American Canyon,CA,94589,,,,,,,,,,
,,University Village Mkt&Liquor,,3796 Watkins Drive,,Riverside,CA,92507,,,,,,,,,,
,,99 Cents & More,,325 5 Th Street,,Arbuckle,CA,95932,,,,,,,,,,
,,Freshia Market,,2515 Torrance Blvd,,Torrance,CA,90503,,,,,,,,,,
,,Richland 2,,2531 E Whitmore,,Ceres,CA,95307,,,,,,,,,,
,,Whole Foods,,340 Third Street,,San Rafael,CA,94901,,,,,,,,,,
,,Penny Saver,,267 Carmel Ave,,Marina,CA,93933,,,,,,,,,,
,,Grand Terrace Market,,12490 Michigan,,Grand Terrace,CA,92313,,,,,,,,,,
,,Rite Aid 5457,,4046 Centinela,,Los Angeles,CA,90066,,,,,,,,,,
,,Lake Elsinore Liquor Market,,15887 Grand Ave,,Lake Elsinore,CA,92530,,,,,,,,,,
,,Venture Petroleum 9555,,304 S Magnolia Ave,,Anaheim,CA,92804,,,,,,,,,,
,,San Marcos Market,,228 W Mission Rd,,San Marcos,CA,92069,,,,,,,,,,
,,Rosario Gonzalez,,1342 East Bardsley Avenue,,Tulare,CA,93274,,,,,,,,,,
,,Mr. Zippy's Express Ice & Water House,,1704 North Wilson Way,,Stockton,CA,95205,,,,,,,,,,
,,R Choice Market,,959 East Fourth Street,,Ontario,CA,91764,,,,,,,,,,
,,El Metate Market,,125 N Rancho Santago,,Orange,CA,92869,,,,,,,,,,
,,Hanash Market,,240 Haven Dr,,Arvin,CA,93203,,,,,,,,,,
,,Vons 2430,,1127 Maricopa Hwy,,Ojai,CA,93023,,,,,,,,,,
,,Harrys Market,,8751 S Compton Avenue,,Los Angeles,CA,90002,,,,,,,,,,
,,Circle K 5703 (Pcf),,17011 W Bernardo Dr,,San Diego,CA,92127,,,,,,,,,,
,,Venture Petroleum 9758,,398 El Cajon Bl,,El Cajon,CA,92020,,,,,,,,,,
,,Fillmore Launderland,,648 Ventura Street,,Fillmore,CA,93015,,,,,,,,,,
,,Elsumeri Market,,6132 Terminal,,Riverbank,CA,95367,,,,,,,,,,
,,Hall Coin Laundry,,11460 Old River School,,Downey,CA,90241,,,,,,,,,,
,,Super Express Mini Mart,,120 Brundage Lane,,Bakersfield,CA,93304,,,,,,,,,,
,,La Flor De Mayo,,733 Cooper Street,,Oxnard,CA,93030,,,,,,,,,,
,,Sea Breeze Laundromat,,1809 W La Palma Ave,,Anaheim,CA,92801,,,,,,,,,,
,,Fresno Central Market,,294 N Fresno,,Fresno,CA,93701,,,,,,,,,,
,,Safeway 2501 0913,,1620 Clay St,,Napa,CA,94559,,,,,,,,,,
,,Clay Market,,99 Clay St,,Salinas,CA,93901,,,,,,,,,,
,,Save Mart,,291 Mccray St.,,Hollister,CA,95023,,,,,,,,,,
,,Albertsons 6387,,2035 Hillhurst,,Los Angeles,CA,90057,,,,,,,,,,
,,Ibc Millbrook 382,,1901 N Chester Ave,,Bakersfield,CA,93308,,,,,,,,,,
,,Fastrip 781,,4013 South H St,,Bakersfield,CA,93304,,,,,,,,,,
,,Amigo Market,,36240 S Lassen Ave,,Huron,CA,93234,,,,,,,,,,
,,Columbia Liquor,,5901 Compton Ave,,Los Angeles,CA,90001,,,,,,,,,,
,,Ralphs,,4251 Oceanside Blvd.,,Oceanside,CA,92054,,,,,,,,,,
,,Stater Brothers,,9575 Central Ave.,,Montclair,CA,91763,,,,,,,,,,
,,Food 4 Less Kroger,,13413 Telegraph Rd.,,Whittier,CA,90605,,,,,,,,,,
,,Salsa Market,,1100 N Santa Fe,,Vista,CA,92084,,,,,,,,,,
,,Albertsons 6379,,8200 E. Stockdale,,Bakersfield,CA,93311,,,,,,,,,,
,,Galicias Meat Market,,8214 Eastern Ave,,Bell Gardens,CA,90201,,,,,,,,,,
,,Plaza Oaxaca Market,,1801 W 8 Th Street,,Los Angeles,CA,90057,,,,,,,,,,
,,Cathay Manor,,600 North Broadway,,Los Angeles,CA,90012,,,,,,,,,,
,,CVS 03117,,1651 Bellevue Rd,,Atwater,CA,95301,,,,,,,,,,
,,Vons 1738,,729 North H Street,,Lompoc,CA,93436,,,,,,,,,,
,,Venture Petroleum 9752,,3255 University Ave,,San Diego,CA,92104,,,,,,,,,,
,,Roberts Market,,5744 W Manchester Ave,,Westchester,CA,90045,,,,,,,,,,
,,Waterstop 100,,701 E. 1 St Street,,Gilroy,CA,95020,,,,,,,,,,
,,Shop Rite # 3,,747 N D Street,,San Bernardino,CA,92401,,,,,,,,,,
,,Citrus Mart,,7601 Sunrise Blvd,,Citrus Heights,CA,95610,,,,,,,,,,
,,Fastrip 050,,145 El Camino Real,,Greenfield,CA,93927,,,,,,,,,,
,,A & M Food Market,,389 Sherwood Ave,,Mc Farland,CA,93250,,,,,,,,,,
,,Sunny Market & Video,,6933 E. Belmont Ave,,Fresno,CA,93727,,,,,,,,,,
,,Arbuckle Food Center,,575 Amanda Street,,Arbuckle,CA,95912,,,,,,,,,,
,,7 Eleven 18828,,1017 N Broadway,,Santa Maria,CA,93455,,,,,,,,,,
,,Food Maxx,,10950 International Blvd,,Oakland,CA,94603,,,,,,,,,,
,,Rancho Market,,11725 Prairie Ave,,Hawthorne,CA,90250,,,,,,,,,,
,,Safeway 2511 0767,,6150 Bollinger Rd,,San Jose,CA,95129,,,,,,,,,,
,,Stater Brothers,,9909 Carmel Mountain Rd.,,San Diego,CA,92129,,,,,,,,,,
,,Aqua Delight,,1057 West Philadelphia Street,,Ontario,CA,91761,,,,,,,,,,
,,Lucys Laundrymat,,5323 Western Ave,,Los Angeles,CA,90062,,,,,,,,,,
,,La Mission Market,,1410 Brton Mesa Road,,Lompoc,CA,93436,,,,,,,,,,
,,El 2 De Oros,,1417 Tennesse Ave,,Vallejo,CA,94590,,,,,,,,,,
,,Save Mart,,12054 Nevada Hwy,,Grass Valley,CA,95945,,,,,,,,,,
,,CVS 08857,,1441 North Santa Fe,,Vista,CA,92084,,,,,,,,,,
,,Food 4 Less Kroger,,1410 W. Foothill Blvd,,Rialto,CA,92376,,,,,,,,,,
,,Northgate Market 23,,311 S Pacific Coast Hwy,,Wilmington,CA,90744,,,,,,,,,,
,,Harvest Farms Market & Liquor,,28960 Lilac Rd,,Valley Center,CA,92082,,,,,,,,,,
,,Js Market,,8322 Compton Avenue,,Los Angeles,CA,90001,,,,,,,,,,
,,Victoria Market & Liquor,,2392 Ogden Street,,San Bernardino,CA,92407,,,,,,,,,,
,,La Hacienda Market,,201 N Amphlett Blvd,,San Mateo,CA,94401,,,,,,,,,,
,,Mountain Crystal Drinking Water,,905 South Euclid Street,,Anaheim,CA,92802,,,,,,,,,,
,,Marks & Clinton,,2414 N Marks,,Fresno,CA,93705,,,,,,,,,,
,,Valero Gas,,17945 Van Buren Way,,Riverside,CA,92508,,,,,,,,,,
,,Ray's Food Plce 7,,5000 Valley West Blvd,,Arcata,CA,95521,,,,,,,,,,
,,G & M Oil 138,,5103 Waring Rd,,San Diego,CA,92120,,,,,,,,,,
,,Harvest Market,,171 Boatyard Drive,,Fort Bragg,CA,95437,,,,,,,,,,
,,Sequoia Water,,4673 Riverside Drive,Suite G,Chino,CA,91710,,,,,,,,,,
,,Wonder Bread Hostess 7513,,1040 Abbott Street,,Salinas,CA,93901,,,,,,,,,,
,,Ralphs,,305 W. Imperial Hwy,,Brea,CA,92821,,,,,,,,,,
,,Mi Tierra Market,,1130 E Santa Clara,,San Jose,CA,95116,,,,,,,,,,
,,La Vaquita Market,,530 E Pleasant Valley Road,,Port Hueneme,CA,93041,,,,,,,,,,
,,CVS 09618,,4105 W Ave L,,Quartz Hill,CA,93536,,,,,,,,,,
,,Stater Brothers,,333 N. Euclid St.,,Fullerton,CA,92832,,,,,,,,,,
,,Mega Fuel,,2616 N Glenoaks Ave,,Burbank,CA,91504,,,,,,,,,,
,,Mi Ranchito,,1001 San Juan,,Hollister,CA,95024,,,,,,,,,,
,,Neighborhood Market,,1757 S Mountain Ave,,Ontario,CA,91762,,,,,,,,,,
,,Raleys 248,,201 Lake Blvd,,Redding,CA,96003,,,,,,,,,,
,,Albertsons 6755,,1860 Coronado Ave,,San Diego,CA,92154,,,,,,,,,,
,,Albertsons 6367,,18555 Devonshire St,,Northridge,CA,91324,,,,,,,,,,
,,Red Barn Liquor And Market,,728 E Ocean Ave,,Lompoc,CA,93436,,,,,,,,,,
,,Circle K 02972,,1535 Morena Blvd,,San Diego,CA,92110,,,,,,,,,,
,,Albertsons 6753,,31960 Highway 79,,Temecula,CA,92589,,,,,,,,,,
,,Arts Liquor,,619 E 6 Th St,,Corona,CA,92879,,,,,,,,,,
,,U Save Liquor,,2576 Hughes Ave,,Fresno,CA,93705,,,,,,,,,,
,,Juanita Market 04,,340 W Grant Line Rd,,Tracy,CA,95376,,,,,,,,,,
,,Superior 118,,6140 Lankershim Blvd,,North Hollywood,CA,91606,,,,,,,,,,
,,Grocery Outlet 087,,414 Grass Valley Hwy,,Auburn,CA,95603,,,,,,,,,,
,,Ice House,,462 N 8 Th St,,Brawley,CA,92227,,,,,,,,,,
,,Pak N Save Safeway 3122,,2550 Bell Road,,Auburn,CA,95603,,,,,,,,,,
,,CVS 08861,,8850 Valley View Street,,Buena Park,CA,90620,,,,,,,,,,
